COUNTY,YEAR,TOTAL,WHITE,HISPANIC,ASIAN,PACIFIC_ISLANDER,BLACK,AMERICAN_INDIAN,MULTIRACE,WHITE_%,HISPANIC_%,ASIAN_%,PACIFIC_ISLANDER_%,BLACK_%,AMERICAN_INDIAN_%,MULTIRACE_%
Orange,2037,3808672,954957,1978736,717066,17591,37070,16275,86977,25.0732276236967%,51.9534367884659%,18.8271922601894%,0.46186702346645%,0.9733051310273%,0.42731429747692%,2.2836568756774%
Orange,2038,3822406,932356,2009737,722005,17654,36558,16383,87713,24.3918620889565%,52.5778004743609%,18.8887574998574%,0.46185570031022%,0.95641331663879%,0.42860439210278%,2.29470652777335%
Orange,2039,3836046,909662,2040888,726851,17716,36040,16483,88406,23.7135321109288%,53.2029073686812%,18.9479218966613%,0.46182970694303%,0.93950906740952%,0.4296872352417%,2.30461261413445%
Orange,2040,3849650,886933,2072192,731595,17776,35518,16587,89049,23.0393152624265%,53.8280622913771%,19.0041951865754%,0.46175626355643%,0.92262932993909%,0.43087033886197%,2.31317132726352%
Orange,2041,3863162,864188,2103578,736223,17835,34996,16689,89653,22.3699653289197%,54.452233688362%,19.0575233448662%,0.46166844672835%,0.90589004551194%,0.43200362811604%,2.32071551749577%
Orange,2042,3876656,841490,2135048,740744,17893,34466,16791,90224,21.7065945495293%,55.0744765591788%,19.1078083791804%,0.46155758984032%,0.88906521496878%,0.43313102839148%,2.3273666789109%
Orange,2043,3890160,818858,2166611,745161,17947,33944,16891,90748,21.0494684023279%,55.6946500915129%,19.1550219014128%,0.46134349229852%,0.87256051164991%,0.43419807925638%,2.33275752154153%
Orange,2044,3903728,796352,2198269,749467,17995,33416,16989,91240,20.3997819520212%,56.3120432571122%,19.1987505277007%,0.46096961673559%,0.85600226245271%,0.43519937864523%,2.33725300533234%
Orange,2045,3917403,774005,2229996,753690,18044,32893,17090,91685,19.7581152615649%,56.9253661162765%,19.2395319041722%,0.46061127742027%,0.83966341987281%,0.43625840895103%,2.34045361174227%
Orange,2046,3931169,751841,2261752,757810,18089,32365,17188,92124,19.1251253761922%,57.533827724018%,19.2769631628658%,0.46014302615838%,0.823292002964%,0.43722363500526%,2.34342507279641%
Orange,2047,3945040,729870,2293532,761836,18126,31839,17287,92550,18.5009530955326%,58.1371038062985%,19.3112363879707%,0.4594630219212%,0.80706406018697%,0.43819581043538%,2.34598381765457%
Orange,2048,3959053,708133,2325324,765771,18158,31306,17389,92972,17.8864238493397%,58.7343488455446%,19.3422770546391%,0.45864503455751%,0.79074465535066%,0.43922119759448%,2.34833936297392%
Orange,2049,3973243,686641,2357135,769629,18192,30778,17486,93382,17.2816261175065%,59.3252162024825%,19.37029776432%,0.45786275845701%,0.77463170513356%,0.44009389810792%,2.35027155399254%
Orange,2050,3987625,665410,2388961,773427,18217,30251,17579,93780,16.6868750195919%,59.9093696122379%,19.3956803861948%,0.45683834362559%,0.75862198677157%,0.44083884517727%,2.35177580640105%
Placer,2000,252223,211482,24399,7439,351,1956,1713,4883,83.8472304270428%,9.67358250437113%,2.94937416492548%,0.13916256645905%,0.77550421650682%,0.67916090126594%,1.93598521942884%
Placer,2001,265179,220296,26999,8705,353,1966,1747,5113,83.0744515968459%,10.1814246226134%,3.28268829733878%,0.13311762997824%,0.7413860071876%,0.65880028207362%,1.92813156396246%
Placer,2002,277104,228299,29416,9875,353,1981,1771,5409,82.3874790692303%,10.6155089785784%,3.56364397482534%,0.12738899474566%,0.7148940470004%,0.63911022576361%,1.95197470985623%
Placer,2003,290692,237393,32206,11192,355,2000,1808,5738,81.6647860966246%,11.0790802636467%,3.85012315440397%,0.12212238382893%,0.68801343002215%,0.62196414074003%,1.97391053073356%
Placer,2004,302199,244902,34645,12327,357,2016,1827,6125,81.0399769688186%,11.464300014229%,4.0791001955665%,0.11813407721402%,0.66711008309094%,0.60456851280117%,2.02681014827978%
Placer,2005,312241,251238,36913,13358,363,2029,1839,6501,80.4628476080976%,11.8219580388226%,4.27810569399919%,0.11625635326559%,0.64981856963051%,0.58896813679177%,2.08204559939278%
Placer,2006,320851,256518,39157,14278,369,2052,1851,6626,79.9492599368554%,12.2041072024086%,4.45004067308501%,0.11500665417904%,0.63954919884931%,0.57690329779243%,2.06513303683018%
Placer,2007,327388,260296,41035,14982,375,2079,1864,6757,79.5068847972436%,12.5340574486542%,4.576221486432%,0.1145429887473%,0.63502632961501%,0.56935501606656%,2.06391193324129%
Placer,2008,333998,264092,42961,15688,381,2106,1876,6894,79.0699345505063%,12.8626518721669%,4.69703411397673%,0.11407253935652%,0.63054269786047%,0.56168001005994%,2.06408421607315%
Placer,2009,340705,267931,44937,16397,387,2128,1888,7037,78.6401725833199%,13.1894160637502%,4.81266785048649%,0.11358800135014%,0.62458725290207%,0.55414508152214%,2.06542316666911%
Placer,2010,347543,271819,46983,17109,393,2154,1899,7186,78.2116169797694%,13.5186149627528%,4.92284407972539%,0.1130795326046%,0.61977942297788%,0.54640720716573%,2.06765781500419%
Placer,2011,354974,276077,49196,17869,399,2180,1913,7340,77.7738651281502%,13.85904319753%,5.03388980601396%,0.11240259850017%,0.61412948553979%,0.53891270909982%,2.06775707516607%
Placer,2012,362552,280401,51476,18639,404,2206,1924,7502,77.3409055804409%,14.1982391491427%,5.14105562788234%,0.11143229109204%,0.60846444096295%,0.53068249520069%,2.06922041527836%
Placer,2013,370290,284788,53830,19420,409,2234,1938,7671,76.9094493505091%,14.5372545842448%,5.24453806476005%,0.11045396851117%,0.60331091846931%,0.52337357206514%,2.07161954144049%
Placer,2014,378185,289237,56266,20213,415,2259,1949,7846,76.4802940359877%,14.8779036714835%,5.34473868609278%,0.10973465367479%,0.59732670518397%,0.51535624099316%,2.07464600658408%
Placer,2015,386247,293741,58794,21021,420,2284,1960,8027,76.0500405181141%,15.2218658008994%,5.44237236794072%,0.10873870865016%,0.59133145370708%,0.5074473070341%,2.07820384365445%
Placer,2016,394464,298291,61416,21839,424,2309,1972,8213,75.6193214082908%,15.5694816256997%,5.53637340796625%,0.10748762878235%,0.58535126145859%,0.4999188772613%,2.08206579054109%
Placer,2017,402821,302882,64125,22664,428,2333,1984,8405,75.1902209666328%,15.9189813837908%,5.62632037555142%,0.10625066716979%,0.57916543576427%,0.49252645716087%,2.08653471393001%
Placer,2018,411295,307490,66923,23501,431,2356,1992,8602,74.7614242818415%,16.2712894637669%,5.71390364580168%,0.10479096512236%,0.57282485807024%,0.48432390376737%,2.09144288162997%
Placer,2019,419875,312096,69808,24350,434,2380,2001,8806,74.330693658827%,16.6259005656445%,5.79934504316761%,0.10336409645728%,0.56683536766895%,0.47657040785948%,2.09729086037511%
Placer,2020,428535,316683,72787,25201,437,2402,2007,9018,73.8989814134202%,16.9850770648838%,5.88073319565496%,0.10197533457011%,0.56051431038305%,0.46833980888376%,2.10437887220414%
Placer,2021,436906,320972,75811,26020,441,2418,2011,9233,73.4647727428783%,17.3517873409841%,5.95551445848764%,0.10093704366614%,0.55343712377491%,0.46028207440502%,2.11326921580386%
Placer,2022,445335,325221,78925,26837,445,2435,2018,9454,73.0283943548115%,17.7226133135729%,6.02624990175935%,0.09992477573063%,0.54677939079569%,0.45314201668407%,2.12289624664578%
Placer,2023,453780,329403,82118,27660,448,2448,2019,9684,72.590903080788%,18.0964343955221%,6.09546476266032%,0.098726255013443%,0.53946846489488%,0.44492926087531%,2.13407378024593%
Placer,2024,462219,333503,85381,28483,451,2457,2021,9923,72.1525943329893%,18.471979732551%,6.16223045785656%,0.097572795579585%,0.5315662056298%,0.4372386249808%,2.1468178504129%
Placer,2025,470649,337525,88697,29313,454,2469,2021,10170,71.7148023261496%,18.8456790516924%,6.22820828260551%,0.096462544273971%,0.5245947617014%,0.42940705281431%,2.16084598076273%
Placer,2026,479059,341452,92089,30146,458,2482,2017,10415,71.2755631352297%,19.2228932135708%,6.29275308469312%,0.095604090519122%,0.51809902329358%,0.42103373488443%,2.17405371780929%
Placer,2027,487454,345290,95562,30984,461,2487,2007,10663,70.83540190459%,19.6043113811765%,6.35629208089379%,0.094573026377874%,0.51020198829018%,0.41173115822211%,2.1874884604496%
Placer,2028,495826,349042,99099,31821,465,2492,1998,10909,70.3960663619899%,19.9866485420289%,6.41777559063058%,0.093782899646247%,0.50259566864182%,0.40296394299613%,2.20016699406647%
Placer,2029,504185,352703,102712,32656,468,2496,1991,11159,69.9550760137648%,20.3718873032716%,6.47698761367355%,0.092823070896596%,0.49505637811518%,0.39489473110069%,2.21327488917758%
Placer,2030,512509,356274,106391,33487,471,2498,1982,11406,69.5156572860184%,20.7588549664494%,6.53393403823152%,0.091900825156241%,0.48740607482015%,0.38672491605025%,2.22552189327407%
Placer,2031,523638,361785,110641,34617,475,2497,1975,11648,69.0906695083244%,21.1292916098526%,6.6108647577143%,0.090711522082049%,0.47685614871342%,0.37716896023589%,2.22443749307728%
Placer,2032,534796,367238,114979,35751,479,2501,1962,11886,68.6688008137682%,21.4995998474185%,6.68497894524267%,0.089566862878556%,0.4676549562824%,0.36686886214557%,2.22252971226412%
Placer,2033,545979,372629,119408,36887,484,2497,1951,12123,68.2496945853229%,21.8704382402986%,6.75612065665529%,0.088648098186927%,0.45734359746437%,0.35733975116259%,2.22041507090932%
Placer,2034,557200,377967,123930,38024,488,2498,1938,12355,67.8332735104092%,22.2415649676956%,6.82412060301508%,0.087580760947595%,0.44831299353912%,0.34781048097631%,2.21733668341709%
Placer,2035,568471,383257,128547,39167,492,2500,1926,12582,67.4189184672569%,22.6127630081394%,6.88988532396551%,0.086547950555086%,0.43977617151974%,0.33880356253881%,2.21330551602456%
Placer,2036,579795,388510,133254,40313,496,2503,1912,12807,67.0081666796023%,22.9829508705663%,6.95297475831975%,0.08554747798791%,0.43170430928173%,0.32977172966307%,2.20888417457895%
Placer,2037,591196,393740,138061,41465,500,2504,1895,13031,66.6005859308926%,23.3528305333595%,7.01374840154534%,0.084574320529909%,0.42354819721378%,0.32053667480835%,2.20417594165048%
Placer,2038,602678,398954,142968,42618,503,2506,1878,13251,66.1968746162959%,23.7221202698622%,7.07143781588178%,0.083460819873963%,0.41581076462058%,0.31160918434056%,2.19868652912501%
Placer,2039,614264,404156,147991,43775,506,2506,1861,13469,65.7951629918081%,24.0924097782061%,7.12641470117083%,0.082375004883894%,0.40796790956331%,0.3029641978042%,2.19270541656356%
Placer,2040,625964,409357,153126,44936,510,2507,1845,13683,65.396252819651%,24.4624291492802%,7.1786875922577%,0.081474333987258%,0.40050226530599%,0.29474538471861%,2.18590845479932%
Placer,2041,637795,414568,158370,46103,513,2510,1829,13902,65.000195987739%,24.8308625812369%,7.22849818515354%,0.080433368088492%,0.39354337992615%,0.28676925971511%,2.17969723814078%
Placer,2042,649775,419800,163737,47274,516,2517,1811,14120,64.606979339002%,25.1990304336116%,7.27544149898042%,0.079412104189912%,0.38736485706591%,0.27871186179831%,2.17305990535185%
Placer,2043,661889,425044,169223,48450,518,2518,1796,14340,64.2168097671966%,25.5666735661115%,7.31995848246458%,0.078260856427588%,0.38042632525998%,0.27134459101148%,2.16652641152822%
Placer,2044,674163,430314,174825,49635,521,2524,1780,14564,63.8293706418181%,25.9321558732829%,7.36246278718945%,0.077281013642101%,0.3743901697364%,0.26403110227052%,2.16030841206058%
Placer,2045,686603,435616,180554,50827,524,2530,1764,14788,63.4451058326282%,26.2967100347654%,7.40267665594237%,0.076317755675405%,0.36848076690606%,0.25691702483094%,2.15379192925169%
Placer,2046,699208,440950,186401,52026,526,2540,1748,15017,63.06420979165%,26.658876900722%,7.44070433976728%,0.075227972219998%,0.3632681548266%,0.24999713962083%,2.14771570119335%
Placer,2047,711965,446311,192364,53231,527,2550,1731,15251,62.6872107477193%,27.0187438989276%,7.47663157599039%,0.074020492580394%,0.3581636737761%,0.24312992913978%,2.14209968186638%
Placer,2048,724884,451704,198446,54441,528,2563,1712,15490,62.3139702352376%,27.3762422677284%,7.5103050970914%,0.072839240485374%,0.35357381318942%,0.23617571914955%,2.13689362711827%
Placer,2049,737963,457132,204646,55659,529,2571,1696,15730,61.9451110692542%,27.731200615749%,7.54224805308667%,0.071683810705957%,0.34839145051988%,0.22982182033517%,2.13154318034915%
Placer,2050,751208,462590,210966,56882,528,2588,1681,15973,61.5794826466172%,28.0835667351785%,7.5720705849778%,0.070286791407972%,0.34451177303756%,0.22377290976667%,2.12630855901428%
Plumas,2000,20868,18494,1202,118,22,143,468,421,88.6237301130918%,5.76001533448342%,0.56545907609737%,0.10542457350968%,0.68525972781292%,2.24266820011501%,2.01744297488978%
Plumas,2001,21037,18629,1215,120,22,145,470,436,88.5535009744735%,5.77553833721538%,0.57042353947806%,0.10457764890431%,0.68926177686933%,2.23415886295574%,2.07253886010363%
Plumas,2002,21155,18728,1220,121,22,147,472,445,88.5275348617348%,5.76695816591822%,0.57196880170173%,0.10399432758213%,0.69487118884424%,2.23115102812574%,2.10352162609312%
Plumas,2003,21316,18861,1233,123,22,148,474,455,88.4828297992119%,5.78438731469319%,0.57703133796209%,0.10320885719647%,0.69431413023081%,2.2236817414149%,2.13454681929067%
Plumas,2004,21478,18984,1254,125,22,149,478,466,88.3881180743086%,5.83853245181116%,0.58199087438309%,0.10243039389142%,0.69373312226464%,2.22553310364094%,2.16966197970016%
Plumas,2005,21577,19043,1269,127,22,152,482,482,88.256013347546%,5.88126245539232%,0.5885897019975%,0.10196042081846%,0.70445381656393%,2.2338601288409%,2.2338601288409%
Plumas,2006,21544,18976,1289,129,22,152,488,488,88.080207946528%,5.9831043445971%,0.59877460081693%,0.10211659858893%,0.70553286297809%,2.26513182324545%,2.26513182324545%
Plumas,2007,21602,19001,1310,130,22,151,494,494,87.9594481992408%,6.06425330987872%,0.60179612998796%,0.10184242199796%,0.69900935098602%,2.28682529395426%,2.28682529395426%
Plumas,2008,21668,19029,1333,132,22,151,501,500,87.8207494923389%,6.15192911205464%,0.60919328041351%,0.10153221340225%,0.69688019198819%,2.31216540520583%,2.30755030459664%
Plumas,2009,21744,19065,1358,134,22,150,509,506,87.6793598233996%,6.24540103016924%,0.61626195732156%,0.10117733627667%,0.68984547461369%,2.34087564385578%,2.3270787343635%
Plumas,2010,21824,19104,1383,136,22,149,517,513,87.5366568914956%,6.33706011730205%,0.62316715542522%,0.1008064516129%,0.68273460410557%,2.36895161290323%,2.35062316715543%
Plumas,2011,21928,19166,1408,138,22,148,525,521,87.4042320321051%,6.4210142283838%,0.62933236045239%,0.1003283473185%,0.67493615468807%,2.39419919737322%,2.37595767967895%
Plumas,2012,22046,19236,1435,140,22,150,534,529,87.2539236142611%,6.50911730019051%,0.63503583416493%,0.099791345368774%,0.68039553660528%,2.4222081103148%,2.39952825909462%
Plumas,2013,22165,19308,1462,142,22,152,542,537,87.1103090457929%,6.59598466050079%,0.64064967290774%,0.099255583126551%,0.68576584705617%,2.44529663884503%,2.42273855177081%
Plumas,2014,22284,19380,1491,144,22,154,549,544,86.9682283252558%,6.69089929994615%,0.64620355411955%,0.098725542990486%,0.69107880093341%,2.46365105008078%,2.44121342667385%
Plumas,2015,22405,19454,1520,146,22,156,555,552,86.8288328498103%,6.7841999553671%,0.65164025887079%,0.09819236777505%,0.69627315331399%,2.47712564159786%,2.4637357732649%
Plumas,2016,22522,19524,1548,148,22,158,562,560,86.6885711748513%,6.87327946008348%,0.6571352455377%,0.097682266228576%,0.70153627564159%,2.49533789183909%,2.48645768581831%
Plumas,2017,22630,19587,1576,150,22,160,567,568,86.5532479010164%,6.96420680512594%,0.66283694211224%,0.097216084843129%,0.70702607158639%,2.50552364118427%,2.50994255413168%
Plumas,2018,22736,19650,1603,152,22,162,572,575,86.426812104152%,7.05049261083744%,0.66854327938072%,0.096762843068262%,0.71252638986629%,2.51583391977481%,2.52902885292048%
Plumas,2019,22837,19709,1629,154,22,164,577,582,86.3029294565836%,7.1331610982178%,0.67434426588431%,0.09633489512633%,0.7181328545781%,2.52660156763148%,2.54849586197837%
Plumas,2020,22934,19766,1654,156,22,166,581,589,86.1864480683701%,7.21199965117293%,0.68021278451208%,0.095927443969652%,0.72381616813465%,2.53335658847127%,2.56823929536932%
Plumas,2021,23119,19910,1679,158,22,168,585,597,86.1196418530213%,7.26242484536528%,0.68342056317315%,0.095159825251957%,0.72667502919676%,2.53038626238159%,2.58229162160993%
Plumas,2022,23292,20047,1700,159,22,170,590,604,86.068177915164%,7.29864331100807%,0.68263781555899%,0.094453031083634%,0.72986433110081%,2.53305856087927%,2.59316503520522%
Plumas,2023,23458,20179,1720,161,22,171,595,610,86.0218262426464%,7.33225338903572%,0.68633302071788%,0.093784636371387%,0.72896240088669%,2.53644812004433%,2.60039219029755%
Plumas,2024,23621,20310,1740,162,22,172,599,616,85.9828119046611%,7.36632657381144%,0.68583040514796%,0.093137462427501%,0.72816561534228%,2.53587909063968%,2.60784894797003%
Plumas,2025,23772,20433,1759,163,22,172,602,621,85.9540636042403%,7.39946155140502%,0.6856806326771%,0.092545852263167%,0.72354029951203%,2.53239104829211%,2.6123170116103%
Plumas,2026,23922,20554,1776,163,22,173,606,628,85.9209096229412%,7.42412841735641%,0.68138115542179%,0.091965554719505%,0.72318368029429%,2.53323300727364%,2.62519856199314%
Plumas,2027,24075,20677,1794,164,22,173,610,635,85.8857736240914%,7.45171339563863%,0.68120456905504%,0.091381100726895%,0.71858774662513%,2.533748701973%,2.63759086188993%
Plumas,2028,24229,20800,1813,165,22,174,613,642,85.8475380742086%,7.48276858310289%,0.6810021049156%,0.090800280655413%,0.71814767427463%,2.53002600189855%,2.64971728094432%
Plumas,2029,24378,20921,1831,166,22,174,616,648,85.819181228977%,7.5108704569694%,0.68094183280007%,0.090245303142177%,0.71375830666995%,2.52686848798097%,2.6581343834605%
Plumas,2030,24530,21048,1849,166,22,173,618,654,85.8051365674684%,7.53770892784346%,0.67672238075826%,0.089686098654708%,0.70525886669384%,2.51936404402772%,2.66612311455361%
Plumas,2031,24691,21180,1868,167,22,172,622,660,85.7802438135353%,7.56550969989065%,0.6763598072172%,0.089101291968734%,0.69661010084646%,2.51913652747965%,2.67303875906201%
Plumas,2032,24843,21309,1885,166,22,171,624,666,85.774664895544%,7.5876504447933%,0.66819627259188%,0.088556132512176%,0.68832266634464%,2.51177394034537%,2.68083564786861%
Plumas,2033,24998,21436,1905,165,22,170,628,672,85.7508600688055%,7.6206096487719%,0.66005280422434%,0.088007040563245%,0.68005440435235%,2.51220097607809%,2.68821505720458%
Plumas,2034,25165,21570,1927,166,21,171,633,677,85.7142857142857%,7.65746075899066%,0.65964633419432%,0.083449235048679%,0.6795151996821%,2.51539837075303%,2.6902443870455%
Plumas,2035,25336,21713,1946,167,20,172,637,681,85.7001894537417%,7.68077044521629%,0.65914114303758%,0.078939059046416%,0.67887590779918%,2.51420903062836%,2.68787496053047%
Plumas,2036,25513,21858,1966,169,19,174,641,686,85.6739701328734%,7.70587543605221%,0.66240740014894%,0.074471837886568%,0.68200525222436%,2.51244463606789%,2.6888253047466%
Plumas,2037,25705,22017,1987,171,19,176,643,692,85.6525967710562%,7.73001361602801%,0.66524022563704%,0.073915580626337%,0.68469169422291%,2.50145886014394%,2.69208325228555%
Plumas,2038,25892,22175,2005,172,19,178,645,698,85.6442144291673%,7.74370461918739%,0.66429785261857%,0.073381739533447%,0.68747103352387%,2.49111694731964%,2.69581337864978%
Plumas,2039,26082,22334,2025,173,19,180,648,703,85.629936354574%,7.7639751552795%,0.6632926922782%,0.07284717429645%,0.69013112491373%,2.48447204968944%,2.69534544896864%
Plumas,2040,26279,22502,2044,173,19,182,652,707,85.6273069751513%,7.77807374709844%,0.65832033182389%,0.072301076905514%,0.69256821035808%,2.48106853381027%,2.69036112485254%
Plumas,2041,26481,22677,2063,174,19,183,653,712,85.6349835731279%,7.79049129564594%,0.65707488387901%,0.071749556285639%,0.69106151580378%,2.46591896076432%,2.68872021449341%
Plumas,2042,26692,22861,2080,175,19,185,656,716,85.647384984265%,7.79259703281882%,0.65562715420351%,0.071182376742095%,0.69309156301514%,2.45766521804286%,2.68245167091263%
Plumas,2043,26907,23049,2100,176,18,187,656,721,85.6617237150184%,7.80466049726837%,0.65410487977106%,0.066897089976586%,0.69498643475675%,2.43802727914669%,2.67960010406214%
Plumas,2044,27123,23242,2117,176,18,188,656,726,85.6911108653172%,7.80518379235335%,0.64889577111676%,0.066364340227851%,0.693138664602%,2.41861151052612%,2.67669505585665%
Plumas,2045,27344,23437,2135,176,18,189,658,731,85.7116734932709%,7.80792861322411%,0.64365125804564%,0.06582796957285%,0.69119368051492%,2.40637799882972%,2.67334698654184%
Plumas,2046,27563,23632,2151,177,18,190,660,735,85.7381271995066%,7.80394006457933%,0.64216522149258%,0.065304937778906%,0.68932989877735%,2.39451438522657%,2.66661829263868%
Plumas,2047,27786,23833,2168,177,18,191,660,739,85.7734110703232%,7.802490462823%,0.63701144461239%,0.064780824875837%,0.68739653062693%,2.37529691211401%,2.65961275462463%
Plumas,2048,28015,24042,2180,178,17,193,662,743,85.8183116187756%,7.78154560057112%,0.63537390683562%,0.060681777619133%,0.68891665179368%,2.36301981081563%,2.65215063358915%
Plumas,2049,28245,24253,2193,178,17,195,662,747,85.8665250486812%,7.76420605416888%,0.6302000354045%,0.060187643830766%,0.69038767923526%,2.34377765976279%,2.64471587891662%
Plumas,2050,28478,24467,2206,178,16,197,663,751,85.9154435002458%,7.74633050073741%,0.62504389353185%,0.056183720766908%,0.69176206194255%,2.32811292927874%,2.63712339349673%
Riverside,2000,1559039,801110,566592,57464,3436,94534,10405,25498,51.3848595192295%,36.3423878427672%,3.68586032806107%,0.22039217748882%,6.06360713234242%,0.66739831396136%,1.63549468614961%
Riverside,2001,1621850,821378,599299,60989,3472,99354,10410,26948,50.6445108980485%,36.951567654222%,3.76045873539476%,0.21407651755711%,6.12596725961094%,0.64185960477233%,1.6615593303943%
Riverside,2002,1685939,841858,632931,64619,3508,104111,10399,28513,49.9340723478133%,37.5417497311587%,3.83281957413643%,0.2080739575987%,6.17525307855148%,0.61680760691816%,1.69122370382321%
Riverside,2003,1766629,869360,673764,69279,3551,110142,10396,30137,49.210105800369%,38.1383980450904%,3.92153644030524%,0.20100428556307%,6.23458575626235%,0.58846537671464%,1.70590429569536%
Riverside,2004,1845185,895686,713892,73930,3589,115927,10376,31785,48.5417993317743%,38.6894539029962%,4.00664432021721%,0.19450624192154%,6.28267626281376%,0.56232843861185%,1.72259150166514%
Riverside,2005,1923731,921147,755065,78488,3638,121401,10381,33611,47.8833579123069%,39.2500302797013%,4.07998831437452%,0.18911167933562%,6.31070560281037%,0.53962846156765%,1.7471777499037%
Riverside,2006,2005477,947859,798027,83532,3707,127720,10453,34179,47.2635188536194%,39.7923785712825%,4.16519361727908%,0.18484380523935%,6.36855969926357%,0.52122263182275%,1.70428282149334%
Riverside,2007,2061597,961925,831765,87965,3777,130485,10834,34846,46.6592161319598%,40.3456640652853%,4.26683779613571%,0.18320748429494%,6.32931654440708%,0.52551492847535%,1.69024304944177%
Riverside,2008,2119618,976751,866259,92666,3848,133326,11214,35554,46.0814637354467%,40.8686376507465%,4.37182548930987%,0.18154214580174%,6.29009566818172%,0.52905759434011%,1.67737771617339%
Riverside,2009,2178729,991924,901412,97351,3919,136236,11602,36285,45.5276447873967%,41.3732960822571%,4.46824731299762%,0.17987551457754%,6.25300347128991%,0.53251230419203%,1.66542052728908%
Riverside,2010,2239053,1007513,937246,102074,3989,139214,11987,37030,44.9972823332007%,41.859035940641%,4.55880231508589%,0.17815567563608%,6.21753929004807%,0.53536026168206%,1.65382418370624%
Riverside,2011,2301526,1022202,975320,107329,4058,142437,12384,37796,44.4140974292708%,42.3771011059619%,4.66338420682625%,0.17631779958167%,6.18880690463632%,0.53807777969921%,1.64221477402384%
Riverside,2012,2365208,1037279,1014079,112640,4128,145722,12785,38575,43.8557200888886%,42.874833841252%,4.76237185059411%,0.17453010475189%,6.1610649042283%,0.5405444256911%,1.630934784594%
Riverside,2013,2430003,1052707,1053490,117992,4197,149061,13187,39369,43.3212222371742%,43.353444419616%,4.85563186547506%,0.17271583615329%,6.13418995779018%,0.54267422715116%,1.62012145664018%
Riverside,2014,2495802,1068467,1093474,123380,4266,152450,13590,40175,42.8105675049543%,43.8125300003766%,4.94350112709261%,0.17092702065308%,6.10825698512943%,0.54451434849399%,1.60970301329993%
Riverside,2015,2562455,1084499,1133976,128793,4332,155876,13990,40989,42.3226554222416%,44.2534990858376%,5.02615655689563%,0.16905662733589%,6.08307267834947%,0.54596080711661%,1.59959882222322%
Riverside,2016,2629864,1100751,1174963,134219,4398,159323,14387,41823,41.8558145972567%,44.6777095697724%,5.10364794529299%,0.16723298238996%,6.05822202212738%,0.54706250969632%,1.59031037346418%
Riverside,2017,2697931,1117167,1216406,139657,4463,162781,14787,42670,41.4082865721918%,45.0866237868945%,5.1764481745456%,0.16542305937402%,6.03354941249424%,0.54808666344692%,1.58158233105294%
Riverside,2018,2766529,1133675,1258260,145116,4525,166237,15181,43535,40.9782438571943%,45.4815402260378%,5.24541763343164%,0.16356235557263%,6.00886526040392%,0.54873814805484%,1.57363251930488%
Riverside,2019,2835546,1150218,1300477,150600,4581,169681,15574,44415,40.5642511177741%,45.8633716398888%,5.31114642470974%,0.16155618706239%,5.98406797138893%,0.54924166280498%,1.56636499637107%
Riverside,2020,2904848,1166730,1343019,156097,4635,173095,15956,45316,40.16492429208%,46.2337099910219%,5.37367187543032%,0.15956084449169%,5.95883158086068%,0.54928863747776%,1.56001277863764%
Riverside,2021,2964830,1178820,1381463,161185,4687,176196,16249,46230,39.760121153658%,46.5950155658166%,5.43656803256848%,0.15808663565871%,5.94287024888442%,0.54805840469774%,1.55927995871601%
Riverside,2022,3024829,1190755,1420114,166265,4734,179272,16533,47156,39.3660269721032%,46.9485713076673%,5.49667435745954%,0.15650471481198%,5.92668213641168%,0.5465763519194%,1.55896415962688%
Riverside,2023,3084867,1202525,1459003,171352,4780,182302,16810,48095,38.9814212411751%,47.2954911832504%,5.55459927445819%,0.1549499540823%,5.90955785127852%,0.54491814395888%,1.55906235179669%
Riverside,2024,3144883,1214090,1498127,176436,4823,185283,17079,49045,38.6052517693027%,47.6369709143393%,5.61025640699511%,0.15336023629496%,5.89157052901491%,0.54307266756824%,1.55951747648482%
Riverside,2025,3204859,1225385,1537518,181522,4865,188215,17345,50009,38.2352234528883%,47.9745910818541%,5.66396212750701%,0.1518007500486%,5.87280126832413%,0.54120945726473%,1.56041186211312%
Riverside,2026,3264966,1236590,1577178,186598,4908,191119,17610,50963,37.8745138540493%,48.3061079349678%,5.71515905525509%,0.15032315803595%,5.85362910364151%,0.53936243133925%,1.5609044627111%
Riverside,2027,3325233,1247706,1617127,191674,4949,193995,17872,51910,37.5223630945561%,48.6319906003579%,5.76422764961132%,0.1488316758555%,5.83402726966802%,0.53746609636077%,1.56109361359039%
Riverside,2028,3385711,1258754,1657396,196744,4985,196847,18133,52852,37.1784242659814%,48.9526719793863%,5.81100985878594%,0.14723642980751%,5.81405205583111%,0.53557435941815%,1.56103105078963%
Riverside,2029,3446461,1269742,1698026,201817,5022,199671,18392,53791,36.8419082647388%,49.2686846013926%,5.85577495291547%,0.14571469109907%,5.7935081812909%,0.533648864734%,1.56076044382919%
Riverside,2030,3507498,1280673,1739015,206889,5057,202486,18650,54728,36.5124370705272%,49.5799284846349%,5.8984780604294%,0.14417684628758%,5.77294698386143%,0.53171805087273%,1.56031450338674%
Riverside,2031,3565165,1292252,1776418,211740,5091,205146,18874,55644,36.2466253315064%,49.8270907517604%,5.93913605681644%,0.1427984399039%,5.75417968032335%,0.52940046253119%,1.56076927715828%
Riverside,2032,3623208,1303933,1814104,216596,5124,207813,19096,56542,35.9883561749698%,50.06899962685%,5.9780172708826%,0.1414216351918%,5.73560778183312%,0.52704674973118%,1.56055076054149%
